Plant Code,Plant Name,Utility Code,Utility Name,Plant Address,Plant City,Plant County,Plant State,Plant Zip,Plant Latitude,Plant Longitude,Balancing Authority Code,Balancing Authority Name,Annual Generation,Plant Initial Operation Date,Last Update,Fuel Types,Plant URL,Utility URL,Balancing Authority URL
61536,Wakefield Solar,61060,Cypress Creek Renewables,505 S Wakefield Street,Nebulon,Wake County,NC,27597,35.814236,-78.312403,CPLE,Duke Energy Progress East,9840,2017-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/wakefield-solar/61536,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
61271,Biltmore Solar Fields,60880,The Biltmore Company,1 Approach Rd.,Asheville,Buncombe County,NC,28803,35.561156,-82.58844,CPLW,Duke Energy Progress West,385,2012-01-00,12/1/2022,Solar,https://www.gridinfo.com/plant/biltmore-solar-fields/61271,https://www.gridinfo.com/the-biltmore-company,https://www.gridinfo.com/balancing-authority/duke-energy-progress-west
61274,Wilson Solar Farm 1,60888,"GCL New Energy, Inc.",1441 Thorne Ave. S.,Wilson,Wilson County,NC,27893,35.7,-77.9,CPLE,Duke Energy Progress East,4853,2017-04-00,12/1/2023,Solar,https://www.gridinfo.com/plant/wilson-solar-farm-1/61274,https://www.gridinfo.com/gcl-new-energy-inc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
61275,Wilson Solar Farm 2,60888,"GCL New Energy, Inc.",5444 Wiggins Mill Road,Lucama,Wilson County,NC,27851,35.683,-78.016,CPLE,Duke Energy Progress East,8079,2017-02-00,12/1/2023,Solar,https://www.gridinfo.com/plant/wilson-solar-farm-2/61275,https://www.gridinfo.com/gcl-new-energy-inc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
61276,Wilson Solar Farm 3,60888,"GCL New Energy, Inc.",5100 Bloomery Road,Wilson,Wilson County,NC,27851,35.78,-78,CPLE,Duke Energy Progress East,15005,2017-04-00,12/1/2023,Solar,https://www.gridinfo.com/plant/wilson-solar-farm-3/61276,https://www.gridinfo.com/gcl-new-energy-inc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
61277,Wilson Solar Farm 4,60888,"GCL New Energy, Inc.",2109 Downing Street SW,Wilson,Wilson County,NC,27893,35.7,-78,CPLE,Duke Energy Progress East,9568,2017-04-00,12/1/2023,Solar,https://www.gridinfo.com/plant/wilson-solar-farm-4/61277,https://www.gridinfo.com/gcl-new-energy-inc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
61278,Wilson Solar Farm 5,60888,"GCL New Energy, Inc.",3313 US 264 ALT HWY E,Wilson,Wilson County,NC,27893,35.68,-77.87,CPLE,Duke Energy Progress East,14534,2017-05-00,12/1/2023,Solar,https://www.gridinfo.com/plant/wilson-solar-farm-5/61278,https://www.gridinfo.com/gcl-new-energy-inc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
61279,Wilson Solar Farm 6,60888,"GCL New Energy, Inc.",3313 US 264 ALT HWY E,Wilson,Wilson County,NC,27893,35.68,-77.87,CPLE,Duke Energy Progress East,11652,2017-05-00,12/1/2023,Solar,https://www.gridinfo.com/plant/wilson-solar-farm-6/61279,https://www.gridinfo.com/gcl-new-energy-inc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
61280,Wilson Solar Farm 7,60888,"GCL New Energy, Inc.",5427 Lamm Road,Wilson,Wilson County,NC,27893,35.75,-78,CPLE,Duke Energy Progress East,14173,2017-04-00,12/1/2023,Solar,https://www.gridinfo.com/plant/wilson-solar-farm-7/61280,https://www.gridinfo.com/gcl-new-energy-inc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
62124,"Panda Solar NC 6, LLC",61660,"Panda Solar NC 6, LLC",379 Merritt Road,Chadbourn,Columbus County,NC,28431,34.353586,-78.7874,CPLE,Duke Energy Progress East,1610,2019-06-00,12/1/2023,Solar,https://www.gridinfo.com/plant/panda-solar-nc-6-llc/62124,https://www.gridinfo.com/panda-solar-nc-6-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
62096,Atkinson Solar II,61639,Atkinson Solar II LLC,681 Jackson Store Rd,Beulaville,Duplin County,NC,28518,34.897,-77.792,CPLE,Duke Energy Progress East,4418,2018-10-00,12/1/2023,Solar,https://www.gridinfo.com/plant/atkinson-solar-ii/62096,https://www.gridinfo.com/atkinson-solar-ii-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
62100,Warrenton I Solar,61645,Warrenton Solar I LLC,791 US Highway 158 Business We,Warrenton,Warren County,NC,27589,36.412,-78.178,CPLE,Duke Energy Progress East,9108,2018-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/warrenton-i-solar/62100,https://www.gridinfo.com/warrenton-solar-i-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
62101,Bladenboro Solar 2,61644,Bladenboro Farm 2 LLC,720 Forest Drive,Bladenboro,Bladen County,NC,28320,34.536,-78.799,CPLE,Duke Energy Progress East,8844,2018-08-00,12/1/2023,Solar,https://www.gridinfo.com/plant/bladenboro-solar-2/62101,https://www.gridinfo.com/bladenboro-farm-2-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
62102,Sadiebrook NC Solar,61641,Sadiebrook Solar LLC,11519 S College Street,Clarkton,Bladen County,NC,28433,34.44,-78.658,CPLE,Duke Energy Progress East,9023,2018-06-00,12/1/2023,Solar,https://www.gridinfo.com/plant/sadiebrook-nc-solar/62102,https://www.gridinfo.com/sadiebrook-solar-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
62104,Lane Solar,61642,Lane Solar Farm LLC,740 Old Smithfield Road,Goldsboro,Wayne County,NC,27530,35.395,-78.051,CPLE,Duke Energy Progress East,9747,2018-09-00,12/1/2023,Solar,https://www.gridinfo.com/plant/lane-solar/62104,https://www.gridinfo.com/lane-solar-farm-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
62120,"Panda Solar NC 2, LLC",61655,"Panda Solar NC 2, LLC",2679 Leggett Road,Fairmont,Robeson County,NC,28340,34.4384,-79.0847,CPLE,Duke Energy Progress East,3332,2019-04-00,12/1/2023,Solar,https://www.gridinfo.com/plant/panda-solar-nc-2-llc/62120,https://www.gridinfo.com/panda-solar-nc-2-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
62121,"Panda Solar NC 3, LLC",61656,"Panda Solar NC 3, LLC",1927 NC HWY 711,Lumberton,Robeson County,NC,28360,34.631814,-79.090672,CPLE,Duke Energy Progress East,4042,2019-06-00,12/1/2023,Solar,https://www.gridinfo.com/plant/panda-solar-nc-3-llc/62121,https://www.gridinfo.com/panda-solar-nc-3-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
62122,"Panda Solar NC 4, LLC",61657,"Panda Solar NC 4, LLC",2265 White Plains Church Road,Clarkton,Bladen County,NC,28433,34.519408,-78.52434,CPLE,Duke Energy Progress East,3911,2019-06-00,12/1/2023,Solar,https://www.gridinfo.com/plant/panda-solar-nc-4-llc/62122,https://www.gridinfo.com/panda-solar-nc-4-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
62123,"Panda Solar NC 5, LLC",61658,"Panda Solar NC 5, LLC",3116 Downing Road,Fayetteville,Cumberland County,NC,28312,35.047153,-78.810478,CPLE,Duke Energy Progress East,1815,2019-06-00,12/1/2023,Solar,https://www.gridinfo.com/plant/panda-solar-nc-5-llc/62123,https://www.gridinfo.com/panda-solar-nc-5-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
62095,Quarter Horse Solar,61640,Quarter Horse Farm LLC,289 Hilltop Farm Road,Hampstead,Pender County,NC,28443,34.437,-77.642,CPLE,Duke Energy Progress East,9390,2018-11-00,12/1/2023,Solar,https://www.gridinfo.com/plant/quarter-horse-solar/62095,https://www.gridinfo.com/quarter-horse-farm-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
62125,"Panda Solar NC 7, LLC",61659,"Panda Solar NC 7 , LLC",812 Spencer Road,Faison,Sampson County,NC,28341,35.121181,-78.205464,CPLE,Duke Energy Progress East,2807,2019-07-00,12/1/2023,Solar,https://www.gridinfo.com/plant/panda-solar-nc-7-llc/62125,https://www.gridinfo.com/panda-solar-nc-7-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
62126,"Panda Solar NC 8, LLC",61661,"Panda Solar NC 8, LLC",2495 Jason Rd.,Star,Moore County,NC,27356,35.420931,-79.705958,CPLE,Duke Energy Progress East,3508,2019-09-00,12/1/2023,Solar,https://www.gridinfo.com/plant/panda-solar-nc-8-llc/62126,https://www.gridinfo.com/panda-solar-nc-8-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
62127,"Panda Solar NC 9, LLC",61662,"Panda Solar NC 9, LLC",5734 Walter Canady Road,Hope Mills,Cumberland County,NC,28348,34.910856,-78.9136,CPLE,Duke Energy Progress East,4324,2019-06-00,12/1/2023,Solar,https://www.gridinfo.com/plant/panda-solar-nc-9-llc/62127,https://www.gridinfo.com/panda-solar-nc-9-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
62128,"Panda Solar NC 10, LLC",61663,"Panda Solar NC 10, LLC",5748 Walter Canady Road,Hope Mills,Cumberland County,NC,28348,34.909631,-78.912997,CPLE,Duke Energy Progress East,4186,2019-06-00,12/1/2023,Solar,https://www.gridinfo.com/plant/panda-solar-nc-10-llc/62128,https://www.gridinfo.com/panda-solar-nc-10-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
62129,"Panda Solar NC 11, LLC",61664,"Panda Solar NC 11, LLC",5814 Walter Canady Road,Hope Mills,Cumberland County,NC,28348,34.908589,-78.912481,CPLE,Duke Energy Progress East,3616,2019-06-00,12/1/2023,Solar,https://www.gridinfo.com/plant/panda-solar-nc-11-llc/62129,https://www.gridinfo.com/panda-solar-nc-11-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
62131,"Red Toad 4451 Buffalo Road, LLC",61677,Sol Systems,4565 Buffalo Rd,Selma,Johnston County,NC,27576,35.557397,-78.297336,CPLE,Duke Energy Progress East,4037,2018-11-00,12/1/2023,Solar,https://www.gridinfo.com/plant/red-toad-4451-buffalo-road-llc/62131,https://www.gridinfo.com/sol-systems,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
62136,"Arthur Solar, LLC",61944,MN8 Energy LLC,15334 James B White Highway So,Tabor City,Columbus County,NC,28463,34.16087,-78.84663,DUK,Duke Energy Carolinas,10131,2018-07-00,12/1/2023,Solar,https://www.gridinfo.com/plant/arthur-solar-llc/62136,https://www.gridinfo.com/mn8-energy-llc,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
62167,County Home Solar LLC,61944,MN8 Energy LLC,458 County Home Road,Rockingham,Richmond County,NC,28463,34.925452,-79.722852,CPLE,Duke Energy Progress East,9641,2018-09-00,12/1/2023,Solar,https://www.gridinfo.com/plant/county-home-solar-llc/62167,https://www.gridinfo.com/mn8-energy-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
61842,"Sun Farm VI, LLC",60025,Greenbacker Renewable Energy Corporation,1515 Ocean Hwy South,Hertford,Perquimans County,NC,27944,36.114444,-76.507778,PJM,"PJM Interconnection, LLC",10524,2018-11-00,12/1/2023,Solar,https://www.gridinfo.com/plant/sun-farm-vi-llc/61842,https://www.gridinfo.com/greenbacker-renewable-energy-corporation,https://www.gridinfo.com/balancing-authority/pjm-interconnection-llc
61561,Bladen Solar,61060,Cypress Creek Renewables,1116 Braxton Edge Road,Fayetteville,Bladen County,NC,28312,34.823522,-78.62345,CPLE,Duke Energy Progress East,104115,2017-12-00,10/1/2024,Solar,https://www.gridinfo.com/plant/bladen-solar/61561,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
61581,"Davis Lane Solar, LLC",59462,"Heelstone Energy Holdings, LLC",132 Davis Lane,Edenton,Perquimans County,NC,27932,36.107345,-76.52924,PJM,"PJM Interconnection, LLC",9198,2017-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/davis-lane-solar-llc/61581,https://www.gridinfo.com/heelstone-energy-holdings-llc,https://www.gridinfo.com/balancing-authority/pjm-interconnection-llc
61610,NC 102 Project LLC,61209,NC 102 Project LLC,9375 US Hwy 601 S,Midland,Cabarrus County,NC,28025,35.2925,-80.4975,DUK,Duke Energy Carolinas,134170,2018-09-00,10/1/2024,Solar,https://www.gridinfo.com/plant/nc-102-project-llc/61610,https://www.gridinfo.com/nc-102-project-llc,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
61658,"Cougar Solar, LLC",61269,"Cougar Solar, LLC",1751 W. Garden St.,Sanford,Lee County,NC,27331,35.462405,-79.180654,CPLE,Duke Energy Progress East,637,2017-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/cougar-solar-llc/61658,https://www.gridinfo.com/cougar-solar-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
61693,Buckleberry Solar,61694,John Laing US Solar Corp.,1048 Brown Hodges Rd,Grifton,Lenoir County,NC,28530,35.380683,-77.405992,CPLE,Duke Energy Progress East,95678,2018-11-00,10/1/2024,Solar,https://www.gridinfo.com/plant/buckleberry-solar/61693,https://www.gridinfo.com/john-laing-us-solar-corp,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
61778,North 301 Solar,61401,"North 301 Solar, LLC",15921 Highway 301,Enfield,Halifax County,NC,27823,36.213,-77.624,PJM,"PJM Interconnection, LLC",28288,2019-12-00,10/1/2024,Solar,https://www.gridinfo.com/plant/north-301-solar/61778,https://www.gridinfo.com/north-301-solar-llc,https://www.gridinfo.com/balancing-authority/pjm-interconnection-llc
61781,Edenton Solar,61404,Edenton Solar,740 Yeopin Rd,Edenton,Chowan County,NC,27932,36.054,-76.544,PJM,"PJM Interconnection, LLC",9601,2019-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/edenton-solar/61781,https://www.gridinfo.com/edenton-solar,https://www.gridinfo.com/balancing-authority/pjm-interconnection-llc
61813,"Ranchland Solar, LLC",61425,"Ranchland Solar, LLC",1374 Caratoke Hwy,Moyock,Currituck County,NC,27958,36.472591,-76.154089,PJM,"PJM Interconnection, LLC",111060,2017-12-00,10/1/2024,Solar,https://www.gridinfo.com/plant/ranchland-solar-llc/61813,https://www.gridinfo.com/ranchland-solar-llc,https://www.gridinfo.com/balancing-authority/pjm-interconnection-llc
61195,"231 Dixon 74 Solar I, LLC",60281,"Altus Power America Management, LLC",5124 E. Dixon Blvd.,Kings Mountain,Cleveland County,NC,28086,35.244125,-81.430385,CPLE,Duke Energy Progress East,3836,2017-08-00,12/1/2023,Solar,https://www.gridinfo.com/plant/231-dixon-74-solar-i-llc/61195,https://www.gridinfo.com/altus-power-america-management-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
61877,"Hanover Solar, LLC",61944,MN8 Energy LLC,1706 Belgrade-Swansboro Road,Maysville,Jones County,NC,28555,34.800947,-77.213772,DUK,Duke Energy Carolinas,9840,2018-04-00,12/1/2023,Solar,https://www.gridinfo.com/plant/hanover-solar-llc/61877,https://www.gridinfo.com/mn8-energy-llc,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
61881,Morning View,61060,Cypress Creek Renewables,1089 Morning View Rd,Seagrove,Randolph County,NC,27341,35.546315,-79.742842,CPLE,Duke Energy Progress East,4028,2018-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/morning-view/61881,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
61882,Copperfield,61060,Cypress Creek Renewables,948 Liberty Hill Church Rd,Troy,Montgomery County,NC,27306,35.340067,-79.991158,CPLE,Duke Energy Progress East,3357,2018-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/copperfield/61882,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
61883,Hopewell Friends,61060,Cypress Creek Renewables,1694 Hopewell Friends Rd,Asheboro,Randolph County,NC,27205,35.62845,-79.8727,CPLE,Duke Energy Progress East,1770,2018-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/hopewell-friends/61883,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
61978,Pinesage,61060,Cypress Creek Renewables,7353 Hwy 211,West End,Moore County,NC,27376,35.220823,-79.51909,CPLE,Duke Energy Progress East,7545,2018-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/pinesage/61978,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
62018,Page Solar,61603,"Page Solar Farm, LLC",703 Penwood,Willow Spring,Johnston County,NC,27592,35.533191,-78.639456,CPLE,Duke Energy Progress East,2411,2018-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/page-solar/62018,https://www.gridinfo.com/page-solar-farm-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
62054,Alpha Value Solar,61617,"Alpha Value Solar, LLC",746 Ocean Hwy South,Hertford,Perquimans County,NC,27944,36.157401,-76.489563,PJM,"PJM Interconnection, LLC",8585,2019-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/alpha-value-solar/62054,https://www.gridinfo.com/alpha-value-solar-llc,https://www.gridinfo.com/balancing-authority/pjm-interconnection-llc
62089,"Panda Solar NC 1, LLC",61612,"Panda Solar NC 1, LLC",2352 Tobacco Road,Fairmont,Robeson County,NC,28340,34.436698,-79.090206,CPLE,Duke Energy Progress East,1795,2019-04-00,12/1/2023,Solar,https://www.gridinfo.com/plant/panda-solar-nc-1-llc/62089,https://www.gridinfo.com/panda-solar-nc-1-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
60691,Tanager Holdings,56215,"RWE Renewables Americas, LLC",Interseection of Ward Valley R,Asheboro,Randolph County,NC,27203,35.7527,-79.784627,CPLE,Duke Energy Progress East,6821,2019-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/tanager-holdings/60691,https://www.gridinfo.com/rwe-renewables-americas-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
60627,BRE NC Solar 3,61298,Pine Gate Renewables,3089 Lewis Road,Oxford,Granville County,NC,27565,36.383,-78.612,CPLE,Duke Energy Progress East,10343,2021-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/bre-nc-solar-3/60627,https://www.gridinfo.com/pine-gate-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
60629,"Perkins Solar, LLC",61060,Cypress Creek Renewables,465 Cavel-Chub Lake Road,Roxboro,Person County,NC,27574,36.43741,-78.97198,DUK,Duke Energy Carolinas,3861,2016-10-00,12/1/2023,Solar,https://www.gridinfo.com/plant/perkins-solar-llc/60629,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
60633,"Gainey Solar, LLC",61060,Cypress Creek Renewables,9546 US 701 Bus Hwy,Clarkton,Bladen County,NC,28434,34.499,-78.653,DUK,Duke Energy Carolinas,3911,2016-10-00,12/1/2023,Solar,https://www.gridinfo.com/plant/gainey-solar-llc/60633,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
60634,"Auten Road Farm, LLC",61060,Cypress Creek Renewables,2960 Monterrey Park Dr,Gastonia,Gaston County,NC,28054,35.30498,-81.13735,DUK,Duke Energy Carolinas,9621,2017-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/auten-road-farm-llc/60634,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
60635,"Creech Solar 2, LLC",61060,Cypress Creek Renewables,Creech Rd,Garner,Wake County,NC,27529,35.72196,-78.60434,DUK,Duke Energy Carolinas,9141,2016-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/creech-solar-2-llc/60635,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
60636,"Bunn Level Farm, LLC",64778,"Strata Manager, LLC",153 Industrial Drive,Bunnlevel,Harnett County,NC,28323,35.308639,-78.774331,DUK,Duke Energy Carolinas,9369,2016-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/bunn-level-farm-llc/60636,https://www.gridinfo.com/strata-manager-llc,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
60637,Cork Oak Solar,60380,"Cork Oak Solar, LLC",3893 Hwy 301,Halifax,Halifax County,NC,27839,36.371,-77.571,PJM,"PJM Interconnection, LLC",40555,2017-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/cork-oak-solar/60637,https://www.gridinfo.com/cork-oak-solar-llc,https://www.gridinfo.com/balancing-authority/pjm-interconnection-llc
60638,Sunflower Solar,60381,"Sunflower Solar, LLC",2439 Highway 301,Halifax,Halifax County,NC,27839,36.395,-77.593,PJM,"PJM Interconnection, LLC",32868,2017-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/sunflower-solar/60638,https://www.gridinfo.com/sunflower-solar-llc,https://www.gridinfo.com/balancing-authority/pjm-interconnection-llc
60651,"North Nash Farm, LLC",64778,"Strata Manager, LLC",8291 North NC 58,Castalia,Nash County,NC,27816,36.070336,-78.038319,CPLE,Duke Energy Progress East,9182,2015-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/north-nash-farm-llc/60651,https://www.gridinfo.com/strata-manager-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
60624,Fox Creek Solar,61694,John Laing US Solar Corp.,245 T. K. Allen Road,Louisburg,Franklin County,NC,27549,36.126912,-78.273106,CPLE,Duke Energy Progress East,82942,2018-11-00,10/1/2024,Solar,https://www.gridinfo.com/plant/fox-creek-solar/60624,https://www.gridinfo.com/john-laing-us-solar-corp,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
60761,"Roper Farm, LLC",64778,"Strata Manager, LLC",1418 Longbranch Road,Grover,Cleveland County,NC,28073,35.187475,-81.440717,DUK,Duke Energy Carolinas,9388,2015-06-00,12/1/2023,Solar,https://www.gridinfo.com/plant/roper-farm-llc/60761,https://www.gridinfo.com/strata-manager-llc,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
60778,"Hew Fulton Farm, LLC",64778,"Strata Manager, LLC",1600 Scotland High School Driv,Laurinburg,Scotland County,NC,28352,34.784039,-79.474542,DUK,Duke Energy Carolinas,9263,2015-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/hew-fulton-farm-llc/60778,https://www.gridinfo.com/strata-manager-llc,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
60779,"McGoogan Farm, LLC",64778,"Strata Manager, LLC",187 Golfview Drive,Lumber Bridge,Robeson County,NC,28357,34.888736,-79.062708,DUK,Duke Energy Carolinas,9425,2015-08-00,12/1/2023,Solar,https://www.gridinfo.com/plant/mcgoogan-farm-llc/60779,https://www.gridinfo.com/strata-manager-llc,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
60782,"Barnhill Road Solar, LLC",61060,Cypress Creek Renewables,209 Barnhill Rd,Elizabeth City,Pasquotank County,NC,27909,36.269175,-76.299469,PJM,"PJM Interconnection, LLC",4900,2016-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/barnhill-road-solar-llc/60782,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/pjm-interconnection-llc
60783,"Leggett Solar, LLC",61060,Cypress Creek Renewables,NC-33/44 HWY,Leggett,Edgecombe County,NC,27886,36.058,-77.623,PJM,"PJM Interconnection, LLC",6169,2016-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/leggett-solar-llc/60783,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/pjm-interconnection-llc
60784,Jersey Holdings,59462,"Heelstone Energy Holdings, LLC",1760 Wire Grass Road,Lumberton,Robeson County,NC,28358,34.564307,-79.037483,DUK,Duke Energy Carolinas,9636,2017-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/jersey-holdings/60784,https://www.gridinfo.com/heelstone-energy-holdings-llc,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
60787,"Williamston Speight Solar, LLC",60454,"Williamston Speight Solar, LLC",1292 Speight Rd.,Williamston,Martin County,NC,27892,35.887545,-77.164201,PJM,"PJM Interconnection, LLC",30920,2016-11-00,12/1/2023,Solar,https://www.gridinfo.com/plant/williamston-speight-solar-llc/60787,https://www.gridinfo.com/williamston-speight-solar-llc,https://www.gridinfo.com/balancing-authority/pjm-interconnection-llc
60798,South Atlantic Services Solar Farm I,60478,South Atlantic Services Inc,3527 US Hwy 421 N.,Wilmington,New Hanover County,NC,28402,34.290189,-77.975668,DUK,Duke Energy Carolinas,2572,2013-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/south-atlantic-services-solar-farm-i/60798,https://www.gridinfo.com/south-atlantic-services-inc,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
60580,Soluga Farms III,64778,"Strata Manager, LLC",10082 Dunn Rd.,Godwin,Cumberland County,NC,28344,35.219272,-78.673331,CPLE,Duke Energy Progress East,9112,2015-11-00,12/1/2023,Solar,https://www.gridinfo.com/plant/soluga-farms-iii/60580,https://www.gridinfo.com/strata-manager-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
60539,Innovative Solar 42,60303,"Innovative Solar 42, LLC",3132 County Line Rd,Fayetteville,Bladen County,NC,28306,34.847627,-78.877359,CPLE,Duke Energy Progress East,126886,2017-09-00,10/1/2024,Solar,https://www.gridinfo.com/plant/innovative-solar-42/60539,https://www.gridinfo.com/innovative-solar-42-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
60540,Innovative Solar 31,61944,MN8 Energy LLC,299 White Farm Lane,Bladenboro,Bladen County,NC,28320,34.539425,-78.755394,CPLE,Duke Energy Progress East,62587,2017-01-00,10/1/2024,Solar,https://www.gridinfo.com/plant/innovative-solar-31/60540,https://www.gridinfo.com/mn8-energy-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
60549,"ZV Solar 3, LLC",61119,"SRE Utility Solar 1, LLC",72 Milk Dairy Road,Red Springs,Robeson County,NC,28377,34.816182,-79.200218,DUK,Duke Energy Carolinas,9321,2016-03-00,12/1/2023,Solar,https://www.gridinfo.com/plant/zv-solar-3-llc/60549,https://www.gridinfo.com/sre-utility-solar-1-llc,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
60553,Southerland Farm Solar,64778,"Strata Manager, LLC",571 Gillburg Rd.,Henderson,Vance County,NC,27537,36.265611,-78.367806,CPLE,Duke Energy Progress East,9695,2016-11-00,12/1/2023,Solar,https://www.gridinfo.com/plant/southerland-farm-solar/60553,https://www.gridinfo.com/strata-manager-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
60575,Wadesboro Farm 2,64778,"Strata Manager, LLC",3095 US Hwy 52N,Wadesboro,Anson County,NC,28170,35.023406,-80.093192,CPLE,Duke Energy Progress East,9375,2016-06-00,12/1/2023,Solar,https://www.gridinfo.com/plant/wadesboro-farm-2/60575,https://www.gridinfo.com/strata-manager-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
60576,Wadesboro Farm 3,64778,"Strata Manager, LLC",604 Stanback Ferry Ice Plant R,Wadesboro,Anson County,NC,28170,34.969356,-80.051028,CPLE,Duke Energy Progress East,9214,2016-04-00,12/1/2023,Solar,https://www.gridinfo.com/plant/wadesboro-farm-3/60576,https://www.gridinfo.com/strata-manager-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
